,Basal18,Basal73,Basal98,Basal103,Basal109,LumA18,LumA73,LumA98,LumA103,LumA109
ENSG00000254612,587,296,476,360,189,531,379,195,427,283
ENSG00000254614,345,26,52,80,78,284,95,176,169,48
ENSG00000254615,1157,76,16,105,66,42,71,9,16,15
ENSG00000254635,2499,2444,1379,1753,1656,3792,2692,3164,1111,1401
ENSG00000254681,45,5,15,135,16,238,60,74,22,208
ENSG00000254682,250,207,147,112,61,192,261,288,81,86
ENSG00000254685,668,716,466,1252,458,1877,2362,2185,924,1107
ENSG00000254703,161,19,120,99,11,18,23,12,9,9
ENSG00000254726,12428,11557,6601,1916,4472,894,942,1247,3594,297
ENSG00000254759,18,12,20,30,16,20,51,27,16,13
ENSG00000254783,17,14,18,71,12,81,68,54,2,19
ENSG00000254810,12,14,2,73,19,123,58,0,19,18
ENSG00000254815,42,13,1,3,3,110,51,155,34,34
ENSG00000254827,52,59,58,60,17,83,112,84,30,46
ENSG00000254837,183,374,315,250,198,970,509,783,198,1199
ENSG00000254838,203,94,66,5550,579,229,907,33,24,230
ENSG00000254854,5,26,26,14,8,8,31,25,30,10
ENSG00000254858,1014,2019,1167,855,222,1258,1229,1428,1101,682
ENSG00000254860,66,98,7,199,51,813,359,602,140,522
ENSG00000254876,32,28,20,48,37,143,19,270,1,33
ENSG00000254901,600,744,447,500,146,722,505,903,463,408
ENSG00000254909,15,8,9,47,17,32,31,82,7,15
ENSG00000254910,55,10,20,42,7,35,38,100,17,72
ENSG00000254973,438,61,71,65,11,123,55,97,194,79
ENSG00000254978,17,42,3,11,10,52,37,25,16,27
ENSG00000254986,3538,3146,3260,3125,1478,3765,5552,5839,2651,5105
ENSG00000254995,48,11,13,39,33,46,47,102,55,20
ENSG00000254996,42,34,29,49,11,71,76,137,37,52
ENSG00000254999,10465,10484,9232,14103,4526,12768,11531,12449,8768,7259
ENSG00000255026,47,54,8,36,206,1527,783,1286,6,250
ENSG00000255031,25,7,54,22,16,56,151,58,20,85
ENSG00000255052,34,36,8,17,35,121,15,166,24,37
ENSG00000255062,79,79,74,86,50,106,173,154,46,66
ENSG00000255085,568,3,4,13,13,166,66,246,113,93
ENSG00000255112,5489,3103,2101,4098,572,3673,3117,3794,2426,2713
ENSG00000255121,47,37,62,91,57,101,94,192,24,80
ENSG00000255135,269,171,270,104,111,179,166,213,57,95
ENSG00000255139,16,24,19,28,14,59,40,68,12,13
ENSG00000255142,22,16,11,16,11,49,31,45,5,20
ENSG00000255145,32,74,22,19,44,86,18,70,62,44
ENSG00000255150,39,44,177,321,43,109,80,111,12,33
ENSG00000255153,138,95,38,27,11,151,111,572,13,146
ENSG00000255182,392,17,21,11,28,35,39,75,28,12
ENSG00000255197,123,162,119,1170,161,209,1144,224,50,172
ENSG00000255198,391,145,84,65,4,106,113,280,149,249
ENSG00000255200,55,7,16,43,70,146,69,64,18,14
ENSG00000255224,808,299,66,28,15,45,30,109,36,28
ENSG00000255240,151,26,59,10,30,287,17,128,3,38
ENSG00000255248,383,493,147,1405,612,1082,1023,21,258,352
ENSG00000255284,175,180,109,68,47,267,181,314,60,213
ENSG00000255302,2018,8399,4248,12082,2501,12401,16178,16753,9229,7105
ENSG00000255306,12,8,14,16,11,77,20,42,8,23
ENSG00000255310,55,87,2,199,27,134,217,177,17,29
ENSG00000255320,49,21,138,98,32,84,86,143,75,19
ENSG00000255337,45,62,56,30,43,26,51,20,9,12
ENSG00000255346,150,47,183,10,57,60,1201,95,104,849
ENSG00000255389,54,40,11,117,27,53,56,34,18,24
ENSG00000255399,71,221,5,246,76,233,160,17,80,47
ENSG00000255408,23,5,1,14,13,401,221,38,14,45
ENSG00000255423,21,22,9,60,70,134,85,68,26,22
ENSG00000255435,35,2,12,9,11,27,49,78,8,27
ENSG00000255443,14,49,28,44,40,115,13,10,65,11
ENSG00000255458,41,27,9,5,5,117,35,78,34,27
ENSG00000255468,67,62,40,58,52,97,127,148,28,65
ENSG00000255471,15,15,5,114,13,49,66,45,23,48
ENSG00000255491,123,113,61,58,26,16,136,24,3,9
ENSG00000255508,233,89,125,157,39,303,237,209,85,92
ENSG00000255517,128,64,43,50,37,60,109,141,51,135
ENSG00000255521,7,74,23,22,7,93,8,7,27,9
ENSG00000255529,891,1049,2405,2465,503,1634,2865,2523,785,1165
ENSG00000255559,113,29,10,13,7,49,23,26,14,14
ENSG00000255561,65,145,77,213,33,193,286,384,101,109
ENSG00000255568,128,38,9,12,11,42,16,109,12,35
ENSG00000255571,29,91,36,179,439,231,66,39,190,92
ENSG00000255585,11,8,11,12,14,57,31,57,11,18
ENSG00000255624,82,71,62,82,180,49,35,71,16,11
ENSG00000255642,29,65,52,197,58,145,132,11,24,85
ENSG00000255690,652,1721,93,457,1078,1698,666,6667,1094,254
ENSG00000255717,2403,3416,2872,1903,2737,1623,3660,2059,764,638
ENSG00000255737,84,64,39,24,10,44,50,26,22,34
ENSG00000255769,160,74,69,23,54,136,132,309,99,134
ENSG00000255774,1,0,0,0,2,90,25,736,321,1588
ENSG00000255815,96,17,17,1,10,19,32,88,29,13
ENSG00000255823,98,12,14,48,16,37,77,37,26,20
ENSG00000255837,18,12,25,48,80,41,17,43,14,14
ENSG00000255857,47,52,62,63,33,151,155,166,104,71
ENSG00000255874,661,746,153,432,215,1114,188,186,112,287
ENSG00000255883,16,17,25,19,15,25,26,27,12,17
ENSG00000256043,3182,1589,451,6512,1647,7399,6703,2832,3999,3692
ENSG00000256053,815,1432,1328,571,241,408,827,840,496,478
ENSG00000256060,108,323,138,246,107,360,259,335,216,150
ENSG00000256061,19,11,60,14,7,103,71,46,33,34
ENSG00000256073,370,467,131,116,62,314,208,624,255,355
ENSG00000256087,958,607,259,906,586,1363,1256,1356,373,631
ENSG00000256092,92,12,39,16,15,16,35,100,11,21
ENSG00000256223,452,182,368,622,399,918,922,1021,114,362
ENSG00000256229,398,93,566,840,172,1046,2350,1691,404,1064
ENSG00000256235,1289,1148,332,2418,486,1397,1104,1596,626,678
ENSG00000256238,15,17,14,27,22,25,44,14,4,24
ENSG00000256269,1271,2598,2580,1321,1123,722,1991,1924,635,616
ENSG00000256294,127,267,91,721,147,839,770,677,197,368
ENSG00000256338,8,17,44,54,5,34,105,44,23,23
ENSG00000256393,83,63,782,879,63,419,541,398,356,350
ENSG00000256433,31,23,63,41,64,53,52,119,12,49
ENSG00000256443,15,89,6,15,35,103,21,36,55,7
ENSG00000256525,849,910,346,636,667,1168,831,928,515,448
ENSG00000256537,887,1041,1966,2212,1441,1696,2219,2179,1468,1214
ENSG00000256540,30,31,6,79,55,21,88,30,34,31
ENSG00000256576,37,13,26,126,11,86,75,55,5,63
ENSG00000256591,13,22,6,19,5,44,31,26,27,8
ENSG00000256594,41,12,97,133,81,61,80,106,47,78
ENSG00000256612,10,5,1,7,2,84485,5094,34912,56,7326
ENSG00000256616,13,16,30,44,24,95,55,8,64,17
ENSG00000256628,222,208,116,196,67,181,237,262,119,109
ENSG00000256663,71,76,139,63,13,39,38,78,29,33
ENSG00000256667,99,92,52,178,160,135,216,173,61,114
ENSG00000256683,672,662,505,1182,448,1706,942,1092,580,1106
ENSG00000256694,43,22,9,47,30,10,61,20,19,14
ENSG00000256745,9,12,19,38,11,22,43,13,7,8
ENSG00000256751,85,119,193,411,143,592,822,759,36,234
ENSG00000256771,349,939,391,1054,651,1791,1814,1848,513,884
ENSG00000256806,192,142,72,132,61,245,169,162,128,88
ENSG00000256894,13,4,25,43,179,54,27,58,8,33
ENSG00000256944,19,14,9,30,2,17,20,38,10,7
ENSG00000256967,20,8,13,55,94,59,25,123,14,34
ENSG00000256968,134,137,60,42,32,26,44,17,19,28
ENSG00000257027,130,58,428,376,471,249,278,311,158,265
ENSG00000257038,23,26,14,26,5,17,14,75,15,50
ENSG00000257052,5,8,11,27,7,53,25,25,9,21
ENSG00000257084,70,61,66,12,126,104,254,491,241,240
ENSG00000257093,1564,3268,3752,6272,3767,9237,8495,4597,1170,5255
ENSG00000257103,14234,11745,15413,21023,3978,11197,12370,12827,5001,7777
ENSG00000257108,120,53,17,54,7,412,98,3427,22,869
ENSG00000257122,245,243,144,223,79,233,273,284,89,153
ENSG00000257135,54,64,64,68,14,21,31,11,14,20
ENSG00000257167,311,85,281,193,57,148,194,251,99,71
ENSG00000257176,70,19,35,46,67,63,84,112,44,35
ENSG00000257218,963,773,1814,1398,839,2193,2118,1734,947,1072
ENSG00000257242,12,11,71,159,19,13,37,0,2,23
ENSG00000257261,43,36,26,56,14,160,119,127,88,156
ENSG00000257267,1725,2714,1244,2888,848,3637,2636,3633,1725,2240
ENSG00000257270,86,44,36,31,56,332,71,205,93,79
ENSG00000257285,46,21,10,69,30,86,78,106,23,22
ENSG00000257298,3,5,3,22,16,72,47,27,7,9
ENSG00000257303,26,10,15,16,15,37,37,55,10,4
ENSG00000257335,27,24,83,59,6,130,254,20,137,128
ENSG00000257337,856,742,246,160,117,3015,730,1966,314,603
ENSG00000257354,96,124,305,215,112,379,125,117,61,104
ENSG00000257365,501,301,353,403,135,460,465,583,450,401
ENSG00000257433,5,12,14,31,17,18,24,36,20,16
ENSG00000257446,16,17,8,41,17,5,29,27,10,4
ENSG00000257489,18,5,8,21,26,115,94,71,29,37
ENSG00000257497,123,141,41,90,35,54,85,29,112,43
ENSG00000257511,31,45,39,126,140,168,156,114,39,63
ENSG00000257512,46,3,20,4,6,58,1,133,29,9
ENSG00000257556,35,23,243,16,2,283,12,68,25,33
ENSG00000257557,37,10,26,31,16,77,65,111,22,78
ENSG00000257596,17,17,23,16,23,35,16,33,7,4
ENSG00000257599,31,21,135,48,30,87,66,56,28,52
ENSG00000257621,1047,525,717,2192,902,1957,2721,4325,1032,1429
ENSG00000257671,605,36,83,82,60,33,47,74,65,41
ENSG00000257698,131,162,375,221,107,194,197,305,74,259
ENSG00000257702,696,142,160,416,55,1120,223,956,273,112
ENSG00000257704,383,550,349,394,161,574,487,665,331,309
ENSG00000257727,170,72,192,102,87,233,211,228,104,105
ENSG00000257740,19,11,9,10,17,36,30,42,11,27
ENSG00000257800,34,34,43,39,38,348,37,223,62,71
ENSG00000257815,64,59,68,72,33,96,87,163,42,55
ENSG00000257894,11,167,17,29,8,109,37,15,10,34
ENSG00000257923,3213,7918,4438,12698,5566,6367,7463,4921,9084,4254
ENSG00000257950,40,16,59,41,4,35,53,78,11,27
ENSG00000258017,11,8,13,11,9,38,15,10,9,34
ENSG00000258056,292,119,260,218,100,634,608,478,143,259
ENSG00000258057,23,53,8,42,23,133,58,103,17,55
ENSG00000258101,19,12,13,17,5,18,18,28,16,16
ENSG00000258102,125,54,15,110,68,98,197,33,29,53
ENSG00000258136,4,10,11,40,12,38,29,22,17,13
ENSG00000258227,239,830,467,780,185,67,359,1094,103,298
ENSG00000258289,2557,1882,1759,4040,2095,2832,4790,3880,1279,2697
ENSG00000258302,8,3,10,35,12,41,33,50,5,27
ENSG00000258311,5,2,14,31,16,35,24,13,2,4
ENSG00000258315,30,23,21,49,11,48,42,15,16,13
ENSG00000258365,9,13,25,20,4,26,25,22,19,11
ENSG00000258366,25,12,21,19,16,17,61,72,10,30
ENSG00000258376,67,60,57,108,30,66,68,185,136,20
ENSG00000258405,316,51,36,58,20,265,69,19,30,40
ENSG00000258441,223,184,103,368,291,593,494,915,182,246
ENSG00000258457,45,29,4,11,12,47,23,117,9,44
ENSG00000258484,3,7,4,41,5,42,73,2,17,486
ENSG00000258498,151,7,47,109,74,74,12,12,2,24
ENSG00000258526,7,24,6,25,9,18,22,37,12,8
ENSG00000258545,91,65,6,89,31,34,8,11,11,12
ENSG00000258561,11,17,5,14,3,16,36,39,10,26
ENSG00000258634,370,514,149,395,87,420,483,607,110,189
ENSG00000258647,16,3,1,8,3,25,13,102,18,29
ENSG00000258655,100,145,107,44,26,74,36,114,43,49
ENSG00000258682,29,15,12,65,22,64,54,79,25,22
ENSG00000258701,126,70,55,83,20,428,104,237,54,75
ENSG00000258704,18,29,6,23,13,55,25,29,10,19
ENSG00000258708,18,80,17,28,26,116,96,255,29,69
ENSG00000258733,15,9,3,101,35,8,31,6,4,17
ENSG00000258738,89,109,51,193,52,296,222,117,52,73
ENSG00000258741,17,23,12,21,7,25,33,64,8,20
ENSG00000258744,135,90,66,109,50,508,254,498,123,356
ENSG00000258768,27,74,19,65,34,121,60,201,27,62
ENSG00000258818,23,21,4,18,1,74,35,50,2,40
ENSG00000258819,8,18,9,24,5,74,9,63,8,48
ENSG00000258824,3,12,3,32,8,18,32,43,9,41
ENSG00000258839,309,78,41,71,36,97,68,66,50,34
ENSG00000258875,19,18,24,196,22,46,73,95,13,16
ENSG00000258890,2303,2810,1734,1619,1353,2459,2055,2709,1311,1228
ENSG00000258920,134,207,92,121,35,48,104,97,25,43
ENSG00000258926,6,9,20,141,27,69,28,46,19,16
ENSG00000258938,61,31,9,18,2,74,33,34,10,16
ENSG00000258955,12,26,5,39,22,12,6,14,15,19
ENSG00000259015,83,32,98,12,18,4,17,17,10,10
ENSG00000259020,74,31,25,42,6,26,40,19,19,13
ENSG00000259030,22,19,0,13,5,59,37,23,28,59
ENSG00000259038,31,34,0,4,4,39,16,23,13,8
ENSG00000259065,46,24,14,59,27,145,88,145,22,155
ENSG00000259070,10,115,24,145,28,153,52,16,19,47
ENSG00000259134,1,17,9,132,11,35,24,9,4,24
ENSG00000259146,78,10,29,8,22,31,62,65,20,88
ENSG00000259153,242,56,76,47,98,134,69,370,69,55
ENSG00000259205,2,1,15,70,7,91,21,75,25,6
ENSG00000259207,451,218,509,958,179,943,39789,398,95,707
ENSG00000259248,31,26,20,60,11,79,58,71,63,37
ENSG00000259250,47,39,184,57,14,34,69,52,72,42
ENSG00000259275,55,41,0,45,8,174,74,19,17,94
ENSG00000259291,179,149,122,358,63,568,430,736,133,176
ENSG00000259295,54,2,62,10,7,12,17,36,20,19
ENSG00000259319,14,19,42,168,21,57,737,803,58,444
ENSG00000259330,2601,933,961,2250,363,1590,1914,1802,340,1107
ENSG00000259343,21,5,11,53,19,87,192,41,55,40
ENSG00000259345,15,16,3,18,3,25,80,50,271,98
ENSG00000259354,6,24,6,43,7,239,270,56,29,103
ENSG00000259363,44,31,8,69,64,119,34,11,19,19
ENSG00000259366,26,50,12,193,92,265,219,267,21,109
ENSG00000259370,73,33,278,61,26,49,64,19,17,22
ENSG00000259417,6,2,4,6,11,32,37,176,3,33
ENSG00000259426,51,30,37,15,16,166,87,246,80,133
ENSG00000259429,28,50,23,40,30,41,68,191,58,31
ENSG00000259431,346,196,45,239,53,669,590,978,236,453
ENSG00000259448,28,8,3,29,9,11,14,23,10,14
ENSG00000259456,126,15,67,77,44,76,76,67,28,39
ENSG00000259459,9,1,2,2,1,2936,1929,966,355,802
ENSG00000259479,546,317,644,112,17,169,208,367,109,83
ENSG00000259488,22,11,7,22,7,20,17,28,6,10
ENSG00000259494,115,80,56,121,51,191,176,164,46,68
ENSG00000259495,34,4,14,52,42,1370,803,1612,189,730
ENSG00000259523,30,36,9,21,4,58,22,65,10,15
ENSG00000259562,22,16,27,28,17,64,37,42,25,20
ENSG00000259577,23,3,7,27,5,34,40,49,14,33
ENSG00000259583,172,85,90,242,59,81,122,71,16,34
ENSG00000259612,8,23,15,39,7,16,114,27,5,14
ENSG00000259642,299,73,64,185,16,222,116,363,54,73
ENSG00000259668,10,11,6,73,25,90,43,55,18,21
ENSG00000259673,447,170,268,360,116,1058,999,1222,297,806
ENSG00000259711,95,10,19,4,16,27,8,13,19,19
ENSG00000259725,3,0,0,0,0,1229,149,123,37,124
ENSG00000259728,24,16,8,15,9,76,20,36,20,81
ENSG00000259736,14,5,3,11,5,30,24,48,10,27
ENSG00000259768,220,208,188,277,141,151,280,181,95,34
ENSG00000259775,49,33,23,37,22,103,39,197,32,39
ENSG00000259781,1288,956,2278,787,327,461,665,659,435,326
ENSG00000259793,4,1,2,4,1,152,62,828,14,253
ENSG00000259802,294,214,56,27,25,145,64,163,87,126
ENSG00000259807,103,94,28,97,74,133,176,11,36,23
ENSG00000259820,838,309,854,387,346,631,266,188,110,125
ENSG00000259826,63,53,11,24,15,67,52,120,9,32
ENSG00000259834,109,47,21,2632,313,123,298,15,9,90
ENSG00000259856,177,32,31,61,16,46,41,55,12,39
ENSG00000259863,19,38,61,46,12,27,27,7,4,9
ENSG00000259865,591,288,317,392,360,377,402,355,119,163
ENSG00000259877,263,167,125,158,80,249,196,304,44,151
ENSG00000259891,500,212,140,93,119,278,125,280,71,87
ENSG00000259917,23,32,27,50,26,46,83,42,16,25
ENSG00000259940,30,12,9,25,9,19,18,13,8,5
ENSG00000259943,489,517,341,279,156,209,459,1101,180,399
ENSG00000259953,226,147,315,601,176,442,405,560,179,231
ENSG00000259956,6174,4764,3866,5558,1241,6370,6608,7446,4052,4086
ENSG00000259959,397,286,458,204,74,215,279,325,86,116
ENSG00000259969,45,42,3,45,17,82,50,3,39,26
ENSG00000259972,127,103,47,210,245,388,120,194,119,92
ENSG00000259985,58,44,33,196,8,30,17,92,12,28
ENSG00000259994,79,147,113,105,91,148,143,148,77,37
ENSG00000260000,57,148,40,67,68,70,40,193,30,73
ENSG00000260005,43,27,11,20,21,24,15,26,6,6
ENSG00000260007,37,16,62,51,36,57,52,49,28,24
ENSG00000260018,229,39,14,14,8,32,25,83,39,16
ENSG00000260022,31,34,8,22,7,10,18,38,12,19
ENSG00000260025,31,33,218,82,11,93,48,307,18,61
ENSG00000260027,547,381,580,448,82,177,522,54,103,245
ENSG00000260032,21345,14653,26857,36849,11516,52086,43743,39928,18763,28872
ENSG00000260063,74,7,22,46,9,123,34,80,65,68
ENSG00000260077,227,445,97,222,63,119,156,188,109,73
ENSG00000260081,55,73,197,38,18,44,45,116,69,47
ENSG00000260083,197,144,52,79,23,263,130,287,40,129
ENSG00000260086,39,12,8,50,19,51,65,44,14,18
ENSG00000260095,24,11,36,9,5,22,5,53,14,28
ENSG00000260097,12,31,19,22,15,9,59,43,46,8
ENSG00000260101,45,55,15,144,21,98,43,59,9,27
ENSG00000260118,116,39,34,60,17,23,54,47,21,15
ENSG00000260135,64,23,45,140,66,7,48,8,4,4
ENSG00000260136,72,11,28,30,14,52,65,148,45,54
ENSG00000260160,38,57,15,109,32,122,96,61,18,41
ENSG00000260196,29,19,37,86,46,156,161,158,14,32
ENSG00000260219,265,67,16,88,55,768,227,895,105,594
ENSG00000260228,160,130,1,49,3,262,22,52,132,98
ENSG00000260231,1310,712,469,817,191,169,592,58,274,231
ENSG00000260233,132,141,44,76,54,260,85,222,62,55
ENSG00000260236,145,55,26,21,24,114,53,104,19,41
ENSG00000260257,390,663,740,317,86,200,199,248,482,148
ENSG00000260259,41,5,20,12,5,29,7,25,6,11
ENSG00000260260,898,339,261,157,118,216,788,1797,231,495
ENSG00000260261,111,62,100,36,31,312,141,238,74,79
ENSG00000260267,400,224,62,239,98,2256,363,687,179,504
ENSG00000260273,18,13,7,14,7,15,10,23,9,25
ENSG00000260274,81,58,28,46,14,172,83,240,58,83
ENSG00000260276,83,31,64,41,40,116,63,81,31,59
ENSG00000260279,45,31,25,114,46,158,97,82,29,37
ENSG00000260284,10,0,2,0,1,55,20,176,270,50
ENSG00000260285,137,103,67,35,41,170,102,148,21,54
ENSG00000260290,15,20,18,26,30,25,45,30,8,17
ENSG00000260293,94,35,26,20,21,34,47,579,3,86
ENSG00000260296,42,27,16,32,18,79,57,142,32,34
ENSG00000260314,394,1019,175,12724,504,614,1221,168,66,97
ENSG00000260317,188,183,328,144,65,46,37,135,386,46
ENSG00000260329,53,13,35,72,21,73,25,20,29,39
ENSG00000260339,7,6,8,37,8,125,126,136,16,112
ENSG00000260360,31,47,8,35,5,33,11,16,8,4
ENSG00000260361,31,24,34,23,11,58,32,34,3,19
ENSG00000260367,23,14,5,16,16,26,24,32,4,6
ENSG00000260400,204,419,31,87,61,55,57,220,53,28
ENSG00000260404,225,557,543,508,224,786,563,773,294,373
ENSG00000260418,138,144,188,14,36,61,14,71,121,77
ENSG00000260423,24,4,62,27,94,13,19,4,2,1
ENSG00000260428,390,52,95,39,114,22,33,16,20,4
ENSG00000260448,39,25,28,11,25,15,18,54,3,15
ENSG00000260459,280,509,208,5,15,63,36,65,62,49
ENSG00000260464,44,7,9,28,9,59,35,102,23,39
ENSG00000260495,31,12,10,15,35,33,12,18,11,8
ENSG00000260517,35,46,7,26,12,38,27,3,5,10
ENSG00000260526,68,100,29,75,29,173,113,257,53,127
ENSG00000260549,62,120,124,124,43,80,50,104,8,44
ENSG00000260563,306,1328,76,66,60,204,141,207,60,116
ENSG00000260565,492,242,291,408,313,3663,874,2464,388,863
ENSG00000260572,60,48,12,25,16,39,31,120,9,29
ENSG00000260588,264,63,27,71,22,141,74,106,16,74
ENSG00000260589,42,18,8,19,29,30,14,31,5,6
ENSG00000260597,11,30,6,67,44,240,83,108,16,20
ENSG00000260618,8,2,3,47,30,272,230,251,40,156
ENSG00000260630,259,30,49,129,22,108,85,108,53,59
ENSG00000260643,22,31,20,23,41,163,45,106,49,26
ENSG00000260645,18,26,5,10,11,26,20,47,12,20
ENSG00000260698,37,18,16,20,6,18,22,40,6,7
ENSG00000260708,490,238,126,59,42,43,114,429,60,126
ENSG00000260710,5,0,1,0,3,160,80,415,143,116
ENSG00000260711,176,522,754,179,259,410,855,1855,128,834
ENSG00000260742,16,15,7,40,11,74,43,35,5,389
ENSG00000260751,79,21,8,26,26,72,35,57,19,15
ENSG00000260774,53,19,68,21,15,133,23,80,21,30
ENSG00000260778,114,49,17,12,8,53,27,92,17,28
ENSG00000260793,402,102,28,30,29,465,146,334,244,123
ENSG00000260804,263,206,431,586,114,572,909,1185,126,364
ENSG00000260805,906,600,65,29,30,161,35,156,208,39
ENSG00000260806,43,82,28,15,5,32,32,124,19,19
ENSG00000260807,4685,431,85,80,27,57,72,61,7,20
ENSG00000260810,2,12,13,20,5,112,46,71,17,60
ENSG00000260852,169,115,41,61,103,2107,276,825,260,430
ENSG00000260853,110,68,29,166,133,293,157,233,54,68
ENSG00000260855,49,25,25,30,5,156,47,87,28,52
ENSG00000260884,10,2,4,25,29,54,23,17,8,13
ENSG00000260910,31,10,217,50,16,16,14,27,6,17
ENSG00000260912,82,162,140,355,179,756,1066,1155,1238,416
ENSG00000260916,504,1000,220,2060,356,2634,2268,1518,385,1429
ENSG00000260917,210,117,63,352,173,223,225,513,61,117
ENSG00000260920,242,468,262,370,146,213,321,217,190,108
ENSG00000260924,147,56,41,15,10,23,51,59,8,20
ENSG00000260941,13,47,8,20,8,30,34,13,9,15
ENSG00000260942,270,147,62,82,62,369,72,259,63,64
ENSG00000260948,14,43,10,48,30,53,45,76,26,24
ENSG00000260992,92,34,45,31,12,65,49,88,21,84
ENSG00000260997,35,66,70,488,48,37,37,98,7,41
ENSG00000261008,102,31,24,26,37,8,28,6,5,4
ENSG00000261039,62,31,12,195,131,108,533,2,84,47
ENSG00000261040,40,46,20,318,10,21,22,11,40,7
ENSG00000261051,7,54,52,34,10,16,18,5,14,4
ENSG00000261061,664,369,753,313,263,124,141,127,121,77
ENSG00000261068,625,96,30,55,10,72,78,252,45,131
ENSG00000261087,442,323,96,166,51,297,81,142,244,139
ENSG00000261094,62,47,78,99,76,221,140,423,75,80
ENSG00000261098,75,206,162,178,81,237,261,236,70,144
ENSG00000261105,15,9,18,16,39,59,28,15,8,13
ENSG00000261115,70,192,6,420,98,148,61,25,28,74
ENSG00000261118,36,8,8,23,15,30,13,23,10,13
ENSG00000261126,148,28,5,11,59,110,6,31,4,8
ENSG00000261136,38,9,9,37,29,122,54,159,20,27
ENSG00000261141,5,12,2,15,21,53,14,28,9,15
ENSG00000261150,3610,6651,1328,1038,342,8025,933,865,2299,940
ENSG00000261159,37,18,37,7,9,21,33,84,14,35
ENSG00000261167,65,219,206,212,76,288,322,299,126,265
ENSG00000261170,12,40,26,28,20,13,18,16,9,1
ENSG00000261183,131,273,170,34,37,779,601,950,335,639
ENSG00000261188,224,269,120,84,40,382,324,891,86,412
ENSG00000261189,349,1240,142,45,31,54,71,158,58,38
ENSG00000261211,69,98,31,13,87,202,86,345,180,250
ENSG00000261220,47,51,46,42,58,53,23,75,24,30
ENSG00000261221,645,1760,980,919,228,1459,865,1274,542,575
ENSG00000261236,22917,19912,10398,4202,1822,1940,2798,2538,2516,1286
ENSG00000261305,96,34,105,13,27,18,32,18,6,15
ENSG00000261324,107,50,14,144,117,1623,282,538,1146,216
ENSG00000261326,490,252,147,278,416,1918,837,956,199,332
ENSG00000261327,75,120,30,42,22,114,126,3,53,16
ENSG00000261338,53,93,39,278,21,68,304,272,119,102
ENSG00000261342,108,126,141,42,7,28,17,12,96,15
ENSG00000261351,73,26,40,88,15,118,80,93,46,62
ENSG00000261360,37,9,15,18,17,51,19,35,8,17
ENSG00000261366,29,20,7,77,70,40,29,32,3,19
ENSG00000261371,5686,5656,1517,44775,5072,16218,18688,2866,4129,8758
ENSG00000261373,424,456,810,295,232,161,135,27,106,53
ENSG00000261377,104,20,141,48,29,29,59,16,7,14
ENSG00000261423,37,10,46,37,9,66,50,56,30,22
ENSG00000261437,499,144,148,81,59,125,109,148,85,65
ENSG00000261455,1210,454,82,170,105,517,278,363,138,168
ENSG00000261456,28,26,3,14,5,39,3,75,54,20
ENSG00000261461,3,40,21,52,14,46,80,49,25,18
ENSG00000261468,12,15,62,152,25,49,139,9,14,18
ENSG00000261474,50,58,23,57,38,827,87,249,46,152
ENSG00000261485,65,46,17,35,19,69,52,202,9,35
ENSG00000261488,37,13,20,22,29,317,353,81,195,159
ENSG00000261490,721,119,24,192,59,108,55,65,25,55
ENSG00000261504,62,16,53,28,3,14,17,19,8,14
ENSG00000261505,48,13,12,17,7,41,25,52,23,18
ENSG00000261512,340,110,328,113,20,175,72,139,67,127
ENSG00000261526,110,69,38,42,12,41,85,203,41,39
ENSG00000261534,159,375,182,206,90,205,269,293,62,120
